com.samsung.shealth.exercise.weather,6320001,3
uv_index,sunset_time,start_time,latitude,custom,wind_direction,phrase,sundown_time,temperature_scale,content_provider,update_time,create_time,type,longitude,temperature,humidity,time_offset,deviceuuid,exercise_id,pkg_name,wind_speed_unit,forecast_time,wind_speed,icon_info_id,datauuid
0.0,0,2017-03-29 02:17:25.921,37.5191,,NW. 315.0,Partly sunny,0,0,AccuWeather,2017-03-29 02:17:25.926,2017-03-29 02:17:25.926,1,126.92841,52.0,39,UTC+0900,uVwC9SChYX,562481d0-11a8-4097-b94e-834ef1aa926a,com.sec.android.app.shealth,mi/h,0,2.5,4,86e81750-d3f2-434f-acbe-148e83fa8881,
0.0,0,2017-04-01 08:55:12.221,37.533924,,S. 180.0,Partly sunny,0,0,AccuWeather,2017-04-01 08:55:12.225,2017-04-01 08:55:12.225,1,126.99234,53.0,45,UTC+0900,uVwC9SChYX,e0ba6767-8305-453f-bcd2-8f04090adb52,com.sec.android.app.shealth,mi/h,0,3.3,4,068e276b-d509-4ca7-93f4-35f507bd2eb5,
0.0,0,2017-04-01 09:23:05.403,37.53399,,SW. 225.0,Partly sunny,0,0,AccuWeather,2017-04-01 09:23:05.407,2017-04-01 09:23:05.407,1,126.98974,53.0,38,UTC+0900,uVwC9SChYX,0c2cdaf8-c11b-4bd9-a1ac-3020a9e979f3,com.sec.android.app.shealth,mi/h,0,5.6,4,260a9068-8fd3-44eb-b7fb-44101be87d45,
0.0,0,2017-04-02 07:39:28.062,37.548824,,WSW. 248.0,Sunny,0,0,AccuWeather,2017-04-02 07:39:28.066,2017-04-02 07:39:28.066,1,126.86422,56.0,33,UTC+0900,uVwC9SChYX,a484bf25-c69c-4e86-a9e8-86a2ca3615ba,com.sec.android.app.shealth,mi/h,0,6.4,1,092f048c-d9e2-4ae4-a869-a280cda37eb2,
0.0,0,2017-04-08 14:38:15.371,37.55053,,NW. 315.0,Rain,0,0,AccuWeather,2017-04-08 14:38:15.378,2017-04-08 14:38:15.378,1,126.91509,52.0,84,UTC+0900,uVwC9SChYX,8cf1df96-27e7-410d-a686-572bbbf68553,com.sec.android.app.shealth,mi/h,0,4.7,7,1949b946-a693-4894-91e4-daaa847c74d7,
0.0,0,2017-04-09 09:48:56.564,37.537907,,ESE. 113.0,Cloudy,0,0,AccuWeather,2017-04-09 09:48:56.566,2017-04-09 09:48:56.566,1,126.893585,62.0,39,UTC+0900,uVwC9SChYX,93089bb7-c930-4eb1-b25f-f4a005f52990,com.sec.android.app.shealth,mi/h,0,4.1,20,2e772612-c414-4f1a-a671-bac0fd328c8c,
0.0,0,2017-04-14 10:20:11.914,37.53646,,SSE. 158.0,Cloudy,0,0,AccuWeather,2017-04-14 10:20:11.915,2017-04-14 10:20:11.915,1,126.89678,56.0,60,UTC+0900,uVwC9SChYX,a33e3b51-a199-423c-906c-90af518758e4,com.sec.android.app.shealth,mi/h,0,3.5,20,17e097be-58e7-4f37-83e2-2a2ed526e236,
0.0,0,2017-04-16 14:01:28.716,37.550735,,ESE. 113.0,Clear,0,0,AccuWeather,2017-04-16 14:01:28.719,2017-04-16 14:01:28.719,1,126.91333,69.0,37,UTC+0900,uVwC9SChYX,cc5384a2-56fd-4969-9385-9644276bd1c4,com.sec.android.app.shealth,mi/h,0,4.7,10,fcba37cd-8bd0-4995-a771-9c848c792b69,
0.0,0,2017-04-21 17:28:54.665,37.44125,,N. 0.0,Clear,0,0,AccuWeather,2017-04-21 17:28:54.666,2017-04-21 17:28:54.666,1,126.47674,46.0,94,UTC+0900,uVwC9SChYX,c6075bec-c0f0-4cdc-b73a-2702759d43d9,com.sec.android.app.shealth,mi/h,0,0.2,10,8d732096-a643-486f-85e6-0fac6c3c2953,
0.0,0,2017-04-23 10:15:03.887,37.55527,,SSW. 203.0,Sunny,0,0,AccuWeather,2017-04-23 10:15:03.890,2017-04-23 10:15:03.890,1,126.8654,70.0,21,UTC+0900,uVwC9SChYX,5815521d-ff01-4452-97b0-8b3f05cbe30f,com.sec.android.app.shealth,mi/h,0,4.1,1,cdc47bbb-52a2-4487-86f3-051b8311b7e9,
0.0,0,2017-04-23 10:27:50.975,37.55577,,SSW. 203.0,Sunny,0,0,AccuWeather,2017-04-23 10:27:50.976,2017-04-23 10:27:50.976,1,126.86282,70.0,21,UTC+0900,uVwC9SChYX,f26a950f-1731-412b-9cd1-e3e27ae5379b,com.sec.android.app.shealth,mi/h,0,4.1,1,073d51b8-92f4-413c-b323-2f6b994980b5,
,0,2017-04-27 15:40:21.013,37.537827,,SSW. 203.0,Clear,0,0,AccuWeather,2017-04-27 15:40:21.017,2017-04-27 15:40:21.017,1,126.96733,53.0,71,UTC+0900,uVwC9SChYX,93c17a45-5ecc-4b30-9654-eda0c3d7696d,com.sec.android.app.shealth,mi/h,0,1.9,10,5ed16a37-ddd1-47cd-9c8e-e240d2b86c5b,
,0,2017-04-28 12:55:06.523,37.553154,,S. 180.0,Partly cloudy,0,0,AccuWeather,2017-04-28 12:55:06.526,2017-04-28 12:55:06.526,1,126.87064,55.0,59,UTC+0900,uVwC9SChYX,97cbb427-36f0-4e96-aa12-f3f60ee904d8,com.sec.android.app.shealth,mi/h,0,1.9,11,514c3ea5-59bc-4e57-91f8-d015ede086c1,
,0,2017-04-28 15:35:02.444,37.554516,,SSW. 203.0,Clear,0,0,AccuWeather,2017-04-28 15:35:02.451,2017-04-28 15:35:02.451,1,126.85433,55.0,60,UTC+0900,uVwC9SChYX,20929d37-a19d-4925-86c4-adcdad326b04,com.sec.android.app.shealth,mi/h,0,2.5,10,a6a2b469-0838-424c-ab9c-3c2cc9fa5157,
,0,2017-04-28 15:40:51.339,37.555164,,SSW. 203.0,Clear,0,0,AccuWeather,2017-04-28 15:40:51.340,2017-04-28 15:40:51.340,1,126.85433,55.0,60,UTC+0900,uVwC9SChYX,38b7bfdf-0da4-472c-a382-58992cbf410a,com.sec.android.app.shealth,mi/h,0,2.5,10,190b5ce7-01be-4ecc-86b9-62bb09939a98,
,0,2017-04-29 14:26:51.650,37.55058,,SSW. 203.0,Clear,0,0,AccuWeather,2017-04-29 14:26:51.652,2017-04-29 14:26:51.652,1,126.864,62.0,45,UTC+0900,uVwC9SChYX,021adc20-00fd-4888-9ce2-502a4caff6c0,com.sec.android.app.shealth,mi/h,0,2.1,10,64f9e533-0abb-4daa-9a7b-97eee5569f62,
,0,2017-04-30 07:59:17.208,37.511738,,W. 270.0,Sunny,0,0,AccuWeather,2017-04-30 07:59:17.217,2017-04-30 07:59:17.217,1,127.059364,79.0,37,UTC+0900,uVwC9SChYX,4f6415ae-53f8-4679-a8bf-a88550e00d6a,com.sec.android.app.shealth,mi/h,0,8.2,1,c0bce3f5-8031-4494-9450-b5a8981f3a75,
,0,2017-05-03 06:12:33.068,37.511665,,S. 180.0,Sunny,0,0,AccuWeather,2017-05-03 06:12:33.069,2017-05-03 06:12:33.069,1,127.0729,86.0,20,UTC+0900,uVwC9SChYX,fc598e62-c1c7-42cb-928c-b41ac9fecf9e,com.sec.android.app.shealth,mi/h,0,2.7,1,17fd4094-dde1-40a9-a234-80a7792870f7,
,0,2017-05-03 06:38:04.127,37.51278,,SSE. 158.0,Sunny,0,0,AccuWeather,2017-05-03 06:38:04.129,2017-05-03 06:38:04.129,1,127.072525,85.0,25,UTC+0900,uVwC9SChYX,d2758272-f609-4b0f-b046-91a5efbe0b1c,com.sec.android.app.shealth,mi/h,0,1.4,1,369b7fb1-f613-423e-8ea9-67276db586c0,
,0,2017-05-05 09:26:01.132,37.594048,,W. 270.0,Partly sunny,0,0,AccuWeather,2017-05-05 09:26:01.133,2017-05-05 09:26:01.133,1,126.78898,68.0,52,UTC+0900,uVwC9SChYX,e47f669e-be1a-437b-9f84-18e04d0202e7,com.sec.android.app.shealth,mi/h,0,16.1,4,8132ae6b-5bed-45ee-aff0-b54f80382f05,
,0,2017-05-05 10:09:54.182,37.550632,,NW. 315.0,Partly sunny,0,0,AccuWeather,2017-05-05 10:09:54.184,2017-05-05 10:09:54.184,1,126.91371,67.0,57,UTC+0900,uVwC9SChYX,afd08c9a-c3ed-43b6-883a-ab833d6bc101,com.sec.android.app.shealth,mi/h,0,9.7,4,d95fc679-4b39-476e-a903-c82551a0aa9c,
,0,2017-05-06 10:22:41.834,37.54148,,SW. 225.0,Sunny,0,0,AccuWeather,2017-05-06 10:22:41.838,2017-05-06 10:22:41.838,1,126.895195,58.0,44,UTC+0900,uVwC9SChYX,fa89cdcf-2910-4a95-a0dd-ac0ea44a1bf1,com.sec.android.app.shealth,mi/h,0,5.2,1,9a151767-3f5e-4a27-93a1-fc4d8d0afa09,
,0,2017-05-11 14:00:00.514,37.537727,,W. 270.0,Light fog,0,0,AccuWeather,2017-05-11 14:00:00.516,2017-05-11 14:00:00.516,1,126.967705,68.0,72,UTC+0900,uVwC9SChYX,d4669ae7-168e-4dd1-b5d1-8af05a6adc72,com.sec.android.app.shealth,mi/h,0,3.7,13,b509d44d-b2ff-484b-b833-4df51f93a463,
,0,2017-05-11 15:18:08.261,37.554253,,ESE. 113.0,Light fog,0,0,AccuWeather,2017-05-11 15:18:08.263,2017-05-11 15:18:08.263,1,126.920135,66.0,70,UTC+0900,uVwC9SChYX,f011a529-a5b0-47e2-b07d-807b9f141da3,com.sec.android.app.shealth,mi/h,0,2.3,13,206311c9-dff5-494e-a4d4-e78351ce7f96,
,0,2017-05-12 09:14:50.061,37.541832,,SSE. 158.0,Cloudy,0,0,AccuWeather,2017-05-12 09:14:50.071,2017-05-12 09:14:50.071,1,126.841,66.0,65,UTC+0900,uVwC9SChYX,8fee2fa3-912b-423d-b4c3-5f9e587bbfe2,com.sec.android.app.shealth,mi/h,0,4.7,20,c6ac3f2c-a64a-43e1-9de8-362e9f1057b7,
,0,2017-05-13 15:53:35.038,37.557224,,WSW. 248.0,Clear,0,0,AccuWeather,2017-05-13 15:53:35.040,2017-05-13 15:53:35.040,1,126.92438,54.0,84,UTC+0900,uVwC9SChYX,79c300a8-d699-4826-b229-710f8cecd53f,com.sec.android.app.shealth,mi/h,0,5.2,10,64c37426-ff8d-4a92-a6aa-8756136c218c,
,0,2017-05-14 15:24:47.766,37.550526,,W. 270.0,Clear,0,0,AccuWeather,2017-05-14 15:24:47.767,2017-05-14 15:24:47.767,1,126.86535,58.0,53,UTC+0900,uVwC9SChYX,c696d8aa-1188-4897-b33a-e1199facd7bd,com.sec.android.app.shealth,mi/h,0,4.9,10,60396b95-fe65-42a0-a0ae-f1b6be06b464,
,0,2017-05-17 05:03:29.735,37.540165,,SW. 225.0,Partly sunny,0,0,AccuWeather,2017-05-17 05:03:29.737,2017-05-17 05:03:29.737,1,126.838524,77.0,32,UTC+0900,uVwC9SChYX,12cfc520-1b3d-4696-a584-7341d3ad1926,com.sec.android.app.shealth,mi/h,0,1.6,4,23e89ebc-06da-4d4e-b349-029acdbe9e35,
,0,2017-05-18 13:27:33.260,37.5525,,WSW. 248.0,Clear,0,0,AccuWeather,2017-05-18 13:27:33.263,2017-05-18 13:27:33.263,1,126.92167,67.0,43,UTC+0900,uVwC9SChYX,1a64a2be-35a8-46da-abb1-49061863f07c,com.sec.android.app.shealth,mi/h,0,5.2,10,9b94c974-ddb6-4644-ac8b-28e6029c2c76,
,0,2017-05-18 14:32:19.910,37.548897,,SW. 225.0,Clear,0,0,AccuWeather,2017-05-18 14:32:19.911,2017-05-18 14:32:19.911,1,126.91283,66.0,45,UTC+0900,uVwC9SChYX,9a555fd4-9e67-4448-b723-76482e7a8beb,com.sec.android.app.shealth,mi/h,0,3.7,10,29ae80ee-332f-408b-b6e4-cd689cfb5abb,
,0,2017-05-21 14:35:02.899,37.550083,,W. 270.0,Clear,0,0,AccuWeather,2017-05-21 14:35:02.911,2017-05-21 14:35:02.911,1,126.86547,67.0,59,UTC+0900,uVwC9SChYX,63f5309e-61b1-43d3-bb02-21e77eeb0bbc,com.sec.android.app.shealth,mi/h,0,2.1,10,daab5351-3a54-4cff-ae3d-0e54588fcdda,
,0,2017-05-22 11:12:20.218,37.5343,,SW. 225.0,Clear,0,0,AccuWeather,2017-05-22 11:12:20.220,2017-05-22 11:12:20.220,1,126.99209,71.0,47,UTC+0900,uVwC9SChYX,e0c43026-afca-4693-b801-5e4cf43be074,com.sec.android.app.shealth,mi/h,0,4.1,10,478f2efa-c480-428c-97d9-c11a53de3e90,
,0,2017-05-24 11:09:57.706,37.5395,,W. 270.0,Clear,0,0,AccuWeather,2017-05-24 11:09:57.709,2017-05-24 11:09:57.709,1,126.89506,74.0,46,UTC+0900,uVwC9SChYX,1468c252-ed48-447d-9a04-76f730629085,com.sec.android.app.shealth,mi/h,0,1.7,10,408dfcd9-a988-4a4c-a979-0c3dc57edb24,
,0,2017-05-26 11:06:57.402,37.539394,,SSW. 203.0,Partly cloudy,0,0,AccuWeather,2017-05-26 11:06:57.406,2017-05-26 11:06:57.406,1,126.89512,68.0,38,UTC+0900,uVwC9SChYX,53e1e955-866b-499b-82bb-561160d63dc8,com.sec.android.app.shealth,mi/h,0,3.9,11,2f48fdd1-aec1-4a58-9b45-22b9fb9afdd2,
,0,2017-05-26 11:24:30.152,37.539234,,SSW. 203.0,Partly cloudy,0,0,AccuWeather,2017-05-26 11:24:30.170,2017-05-26 11:24:30.170,1,126.8951,68.0,38,UTC+0900,uVwC9SChYX,1d83aa7a-a5e9-441d-956c-5d9ca832ce09,com.sec.android.app.shealth,mi/h,0,3.9,11,ec83f153-7314-4689-afbb-ab4d1fae9e8c,
,0,2017-05-28 14:15:02.656,37.5506,,S. 180.0,Clear,0,0,AccuWeather,2017-05-28 14:15:02.658,2017-05-28 14:15:02.658,1,126.86564,67.0,70,UTC+0900,uVwC9SChYX,a606af05-433e-4ae9-a7d2-0e24c850f27b,com.sec.android.app.shealth,mi/h,0,5.1,10,95e66762-c08f-4a75-92ca-07330d1daf09,
,0,2017-05-30 11:34:20.394,37.503242,,SE. 135.0,Sunny,0,0,AccuWeather,2017-05-30 11:34:20.397,2017-05-30 11:34:20.397,1,127.04251,73.0,55,UTC+0900,uVwC9SChYX,d4882e6c-7068-4588-99e1-1059f8543dc7,com.sec.android.app.shealth,mi/h,0,2.1,1,a2c99a6a-65cb-4dfd-af4b-64ff3e15b2c6,
,0,2017-05-31 12:20:13.692,37.53956,,NW. 315.0,Clear,0,0,AccuWeather,2017-05-31 12:20:13.693,2017-05-31 12:20:13.693,1,126.89182,72.0,65,UTC+0900,uVwC9SChYX,2c2de600-07ac-4002-986e-ff8a88cedf1a,com.sec.android.app.shealth,mi/h,0,5.4,10,72f65c9b-0467-4cf1-a397-e9df70cb246b,
,0,2017-06-01 13:29:34.001,37.550175,,NW. 315.0,Clear,0,0,AccuWeather,2017-06-01 13:29:34.005,2017-06-01 13:29:34.005,1,126.91467,71.0,23,UTC+0900,uVwC9SChYX,7bebe6f6-d223-4a6c-9e8c-760124e43101,com.sec.android.app.shealth,mi/h,0,6.4,10,8487db05-edca-4aa2-9d67-5a2f5a128e03,
,0,2017-06-05 11:27:12.370,37.550102,,W. 270.0,Sunny,0,0,AccuWeather,2017-06-05 11:27:12.372,2017-06-05 11:27:12.372,1,126.86522,79.0,31,UTC+0900,uVwC9SChYX,89a56900-3afb-4f5a-b056-e8d13e1c9ff1,com.sec.android.app.shealth,mi/h,0,1.6,1,40147341-f3bd-4ec0-8f0d-e32d49b12485,
,0,2017-06-07 01:39:17.422,37.504723,,S. 180.0,Rain,0,0,AccuWeather,2017-06-07 01:39:17.425,2017-06-07 01:39:17.425,1,127.02526,65.0,99,UTC+0900,uVwC9SChYX,1fd936ba-162c-4716-893a-c46ae029d722,com.sec.android.app.shealth,mi/h,0,1.0,7,c99bf3d4-8f18-446a-a572-a6e7ce94a984,
,0,2017-06-08 09:46:45.827,37.54296,,W. 270.0,Sunny,0,0,AccuWeather,2017-06-08 09:46:45.829,2017-06-08 09:46:45.829,1,126.84255,71.0,48,UTC+0900,uVwC9SChYX,1406d2dd-66a4-4e54-8bc2-f81690891527,com.sec.android.app.shealth,mi/h,0,5.8,1,e709d25c-65d1-4ea4-b8e1-8171de515d92,
,0,2017-06-10 16:29:00.043,37.550182,,NW. 315.0,Clear,0,0,AccuWeather,2017-06-10 16:29:00.044,2017-06-10 16:29:00.044,1,126.86527,59.0,62,UTC+0900,uVwC9SChYX,59366cfa-39c8-4e44-be6b-3431719b0402,com.sec.android.app.shealth,mi/h,0,4.6,10,53d1d779-cdf7-4e14-81f1-b10c66903289,
,0,2017-06-11 12:02:38.610,37.545174,,NW. 315.0,Clear,0,0,AccuWeather,2017-06-11 12:02:38.612,2017-06-11 12:02:38.612,1,126.871,75.0,36,UTC+0900,uVwC9SChYX,5b8f25ce-29f2-4436-a342-d24e53e20dda,com.sec.android.app.shealth,mi/h,0,1.7,10,50883da0-08a4-4ece-b4a3-a8f9868ea5ce,
,0,2017-06-11 13:07:23.471,37.553852,,E. 90.0,Clear,0,0,AccuWeather,2017-06-11 13:07:23.473,2017-06-11 13:07:23.473,1,126.87823,76.0,39,UTC+0900,uVwC9SChYX,182b0894-e23c-4df3-b11d-6e741e940a46,com.sec.android.app.shealth,mi/h,0,3.1,10,1fcf8c77-b4ea-4380-9121-d15286b6fdb1,
,0,2017-06-18 17:30:57.089,37.530632,,SSE. 158.0,Light fog,0,0,AccuWeather,2017-06-18 17:30:57.091,2017-06-18 17:30:57.091,1,126.92264,71.0,78,UTC+0900,uVwC9SChYX,44d7ec0d-3a9a-4a2d-82de-bdd5439e3158,com.sec.android.app.shealth,mi/h,0,0.8,13,2c89e30b-ebca-4728-842b-12efe742ec64,
,0,2017-06-19 03:55:04.277,37.540535,,W. 270.0,Sunny,0,0,AccuWeather,2017-06-19 03:55:04.280,2017-06-19 03:55:04.280,1,126.839554,80.0,56,UTC+0900,uVwC9SChYX,17f14627-99a1-42b4-9618-a1a863220b14,com.sec.android.app.shealth,mi/h,0,6.8,1,ae4e6b0e-17f2-4450-9370-70cc8d6d597f,
,0,2017-06-19 08:46:18.723,37.541073,,WSW. 248.0,Sunny,0,0,AccuWeather,2017-06-19 08:46:18.728,2017-06-19 08:46:18.728,1,126.84078,83.0,29,UTC+0900,uVwC9SChYX,a35dcb5d-28e4-4f08-96dc-ba37de28bb4f,com.sec.android.app.shealth,mi/h,0,2.7,1,1efc4d1e-2dc0-4034-bf5c-a1a84f3e9749,
,0,2017-07-12 12:35:04.796,37.53996,,WNW. 293.0,Clear,0,0,AccuWeather,2017-07-12 12:35:04.820,2017-07-12 12:35:04.820,1,126.89238,78.0,71,UTC+0900,uVwC9SChYX,27d41e59-7092-44ae-83f3-e1e5c3e08440,com.sec.android.app.shealth,mi/h,0,4.7,10,b98e9034-1815-4c7d-ba18-8a6acf1f64ac,
,0,2017-07-16 14:59:34.298,37.550335,,W. 270.0,Cloudy,0,0,AccuWeather,2017-07-16 14:59:34.300,2017-07-16 14:59:34.300,1,126.865326,80.0,79,UTC+0900,uVwC9SChYX,8d0e8e9a-90c7-4913-b036-79ebfc3b4e45,com.sec.android.app.shealth,mi/h,0,0.4,20,331a24b9-6e20-4d35-ae5e-90c2399f6673,
,0,2017-07-22 16:51:14.067,37.53425,,SW. 225.0,Rain,0,0,AccuWeather,2017-07-22 16:51:14.069,2017-07-22 16:51:14.069,1,126.988846,82.0,80,UTC+0900,uVwC9SChYX,96f29aca-2ba2-4c08-9291-f0960495d747,com.sec.android.app.shealth,mi/h,0,5.6,7,ae02bb01-a21f-49d4-99dd-e45c4e358c74,
,0,2017-07-22 17:55:00.513,37.541096,,SSW. 203.0,Light fog,0,0,AccuWeather,2017-07-22 17:55:00.514,2017-07-22 17:55:00.514,1,126.98702,82.0,80,UTC+0900,uVwC9SChYX,da127c91-5eb2-4758-8151-a44957046fe3,com.sec.android.app.shealth,mi/h,0,4.3,13,8bfab1b6-92da-4dee-be44-44bd5bb28774,
,0,2017-07-29 15:13:05.483,37.550392,,SW. 225.0,Clear,0,0,AccuWeather,2017-07-29 15:13:05.484,2017-07-29 15:13:05.484,1,126.92116,80.0,72,UTC+0900,uVwC9SChYX,33e2b2bd-43ea-40ab-bdba-09463c8de00e,com.sec.android.app.shealth,mi/h,0,2.9,10,0cfb7dea-8b61-4ea7-8e08-da250d68ae5b,
,0,2017-08-03 12:54:10.926,37.552418,,SW. 225.0,Clear,0,0,AccuWeather,2017-08-03 12:54:10.930,2017-08-03 12:54:10.930,1,126.92166,87.0,50,UTC+0900,uVwC9SChYX,c2a2877e-e2da-4480-8c43-b3a9badf1e7b,com.sec.android.app.shealth,mi/h,0,2.7,10,a3749fe2-2174-44ce-a146-6f9ca9ab1ddb,
,0,2017-08-07 10:58:17.066,37.539356,,NNW. 338.0,Clear,0,0,AccuWeather,2017-08-07 10:58:17.068,2017-08-07 10:58:17.068,1,126.9873,83.0,68,UTC+0900,uVwC9SChYX,88bad914-f855-4c92-b035-65ae6b97a04c,com.sec.android.app.shealth,mi/h,0,8.2,10,f4125c64-4608-4ee7-bf83-3baa7ce796e3,
,0,2017-08-08 10:49:20.646,37.539234,,WNW. 293.0,Cloudy,0,0,AccuWeather,2017-08-08 10:49:20.647,2017-08-08 10:49:20.647,1,126.895134,86.0,53,UTC+0900,uVwC9SChYX,d965892b-90b1-4328-9060-bce774c297ba,com.sec.android.app.shealth,mi/h,0,1.4,20,a2d4c60e-68a9-43ed-9d19-ed400299e16e,
,0,2017-08-14 09:09:36.497,37.53419,,SSE. 158.0,Rain,0,0,AccuWeather,2017-08-14 09:09:36.499,2017-08-14 09:09:36.499,1,126.9895,78.0,73,UTC+0900,uVwC9SChYX,c812b071-d886-40a3-85a8-9bedaec7c443,com.sec.android.app.shealth,mi/h,0,8.4,7,008d3698-ea6d-4a7c-aa2f-01803433af1f,
,0,2017-08-15 13:03:43.095,37.664547,,NNE. 23.0,Light rain,0,0,AccuWeather,2017-08-15 13:03:43.101,2017-08-15 13:03:43.101,1,126.75026,70.0,88,UTC+0900,uVwC9SChYX,b023d342-37fa-4c76-b351-f16c0f378d52,com.sec.android.app.shealth,mi/h,0,1.7,9,4fa95cc0-ba6f-40c8-afdc-3cc9327de813,
,0,2018-11-04 08:37:35.417,37.524055,,W. 273,Sunny,0,1,WeatherNews_korea,2018-11-04 08:37:35.418,2018-11-04 08:37:35.418,1,127.041275,16.0,34,UTC+0900,v7IxjSR0Ie,d130bc31-19b4-47db-b15e-464f5fdd7bb9,com.sec.android.app.shealth,km/h,0,2.0,1,6e75fb03-d6a0-4741-a670-f8ede6325f95,
9.0,,2019-08-23 07:46:45.880,37.46544,,,Sunny,,1,WeatherNews_korea,2019-08-23 08:25:05.481,2019-08-23 08:25:05.481,0,126.88662,28.0,54,UTC+0900,6fBBpnPaJ6,a03961c3-ad5c-b860-9e50-103cc3b785d2,com.sec.android.app.shealth,,,,1,3e49bd5a-21da-a777-b080-4dab442da380,
9.0,,2019-08-23 12:31:12.460,37.468086,,,Clear,,1,WeatherNews_korea,2019-08-23 12:49:12.474,2019-08-23 12:49:12.474,0,126.89098,22.0,98,UTC+0900,6fBBpnPaJ6,d1e2af1c-8f4a-0ef9-a8a5-6d7fd7534f7a,com.sec.android.app.shealth,,,,18,682a4e57-23b6-dab1-0f48-0142506490c2,
9.0,,2019-08-24 11:07:37.630,37.551086,,,Clear,,1,WeatherNews_korea,2019-08-24 11:25:04.564,2019-08-24 11:25:04.564,0,126.92076,25.0,64,UTC+0900,6fBBpnPaJ6,1c2571cf-ef33-dbee-fa3c-ede5608478b8,com.sec.android.app.shealth,,,,18,96505f12-6444-8a4b-d475-8eb22d34218c,
9.0,,2019-08-24 13:19:15.960,37.551277,,,Clear,,1,WeatherNews_korea,2019-08-24 13:48:21.568,2019-08-24 13:48:21.568,0,126.92173,24.0,75,UTC+0900,6fBBpnPaJ6,b9a6a504-bb1c-cb1b-095e-0fad55c82e14,com.sec.android.app.shealth,,,,18,9d178234-32e3-2669-c390-20c7dad95293,
9.0,,2019-08-25 09:29:40.600,37.550255,,,Sunny,,1,WeatherNews_korea,2019-08-25 09:48:00.599,2019-08-25 09:48:00.599,0,126.9124,27.0,54,UTC+0900,6fBBpnPaJ6,94f9fbc5-ad48-0063-c94a-89531886c95f,com.sec.android.app.shealth,,,,1,72b1e558-db90-d4c9-7d88-b1c92387bba8,
9.0,,2019-08-25 12:55:14.220,37.54921,,,Clear,,1,WeatherNews_korea,2019-08-25 13:08:22.562,2019-08-25 13:08:22.562,0,126.912865,25.0,73,UTC+0900,6fBBpnPaJ6,6a307576-812d-0bdd-475e-59529e7f416d,com.sec.android.app.shealth,,,,18,7e0438c7-688b-b34b-57ba-3a572726a47c,
9.0,,2019-08-25 13:14:06.720,37.546715,,,Clear,,1,WeatherNews_korea,2019-08-25 13:27:32.562,2019-08-25 13:27:32.562,0,126.90802,25.0,72,UTC+0900,6fBBpnPaJ6,8501fc0a-f231-7737-46d8-ab2d65bef272,com.sec.android.app.shealth,,,,18,f1206f22-be01-0529-1303-86477759381b,
9.0,,2019-08-25 14:48:44.580,37.542694,,,Clear,,1,WeatherNews_korea,2019-08-25 15:03:57.556,2019-08-25 15:03:57.556,0,126.90042,25.0,74,UTC+0900,6fBBpnPaJ6,5d1a3ef0-218b-6b65-46ec-01ac2286c402,com.sec.android.app.shealth,,,,18,2a1fbbce-ed9b-05be-ec67-bba2d0e1f8f0,
9.0,,2019-08-26 08:08:16.260,37.54962,,,Sunny,,1,WeatherNews_korea,2019-08-26 08:24:55.514,2019-08-26 08:24:55.514,0,126.8671,31.0,40,UTC+0900,6fBBpnPaJ6,f22de083-5dcf-956c-9ccd-3c235b976a04,com.sec.android.app.shealth,,,,1,574a06dd-1b0b-37a7-fc69-76c82a428377,
4.0,,2019-08-28 12:05:02.720,37.52632,,,Clear,,1,WeatherNews_korea,2019-08-28 12:18:09.562,2019-08-28 12:18:09.562,0,126.87452,26.0,79,UTC+0900,6fBBpnPaJ6,53793693-ff42-24ba-e539-5f0f50011c48,com.sec.android.app.shealth,,,,18,c7be1cd1-1a29-6b8d-96a2-d1e1d640dc57,
6.0,,2019-08-29 11:58:07.480,37.505096,,,Clear,,1,WeatherNews_korea,2019-08-29 12:11:04.682,2019-08-29 12:11:04.682,0,126.95638,22.0,88,UTC+0900,6fBBpnPaJ6,3a8e3e91-08a2-c7bf-99d6-b43a55602a4f,com.sec.android.app.shealth,,,,18,3be1b572-35ab-68e2-e92f-792775633eb1,
7.0,,2019-08-30 10:58:15.400,37.550674,,,Mostly cloudy,,1,WeatherNews_korea,2019-08-30 11:11:43.507,2019-08-30 11:11:43.507,0,126.86167,25.0,60,UTC+0900,6fBBpnPaJ6,23de4581-031c-887e-a671-6c38157849ac,com.sec.android.app.shealth,,,,3,820451d0-d3b0-8981-310f-0e07ec50bd38,
7.0,,2019-08-30 19:22:53.580,37.533894,,,Clear,,1,WeatherNews_korea,2019-08-30 19:35:20.209,2019-08-30 19:35:20.209,0,126.99257,21.0,100,UTC+0900,6fBBpnPaJ6,38c434ee-c8b0-6681-fb9e-b5ad6b470c0a,com.sec.android.app.shealth,,,,18,96911136-b9d4-8b78-4ea2-5ef0ffd11cb0,
7.0,,2019-08-30 19:36:01.460,37.53504,,,Clear,,1,WeatherNews_korea,2019-08-30 19:53:22.631,2019-08-30 19:53:22.631,0,126.99542,21.0,100,UTC+0900,6fBBpnPaJ6,fd456a91-ce3e-97b8-8988-7030f07cefa1,com.sec.android.app.shealth,,,,18,56b81cb6-4fad-ef85-def2-78e729ce839c,
