com.samsung.shealth.step_daily_trend,6320001,6
binning_data,update_time,create_time,source_pkg_name,source_type,count,speed,distance,calorie,deviceuuid,pkg_name,datauuid,day_time
216704cb-a5dc-47f6-86f0-93114d66570f.binning_data.json,2024-09-13 10:19:21.462,2024-09-13 10:19:21.462,com.sec.android.app.shealth,0,13092,3.0555556,11314.97,833.98004,4FEhL4nduw,com.sec.android.app.shealth,216704cb-a5dc-47f6-86f0-93114d66570f,1431820800000,
1c57684c-7179-443b-ad91-fcde45f68fad.binning_data.json,2024-09-13 10:19:21.462,2024-09-13 10:19:21.462,com.sec.android.app.shealth,0,11473,3.75,9784.301,666.63007,4FEhL4nduw,com.sec.android.app.shealth,1c57684c-7179-443b-ad91-fcde45f68fad,1431907200000,
9fc750de-83d2-4577-8fb4-0800d21d7e1f.binning_data.json,2024-09-13 10:19:21.462,2024-09-13 10:19:21.462,com.sec.android.app.shealth,0,4655,6.552321,3888.4302,278.65,4FEhL4nduw,com.sec.android.app.shealth,9fc750de-83d2-4577-8fb4-0800d21d7e1f,1431993600000,
c017c855-eed0-448a-b148-fcc60436fce4.binning_data.json,2024-09-13 10:19:21.462,2024-09-13 10:19:21.462,com.sec.android.app.shealth,0,9483,4.4444447,8848.19,687.62,4FEhL4nduw,com.sec.android.app.shealth,c017c855-eed0-448a-b148-fcc60436fce4,1432080000000,
9e8d7005-38f8-47b9-8e1b-1ea047ea593b.binning_data.json,2024-09-13 10:19:21.462,2024-09-13 10:19:21.462,com.sec.android.app.shealth,0,7841,3.6944444,6708.0,451.88,4FEhL4nduw,com.sec.android.app.shealth,9e8d7005-38f8-47b9-8e1b-1ea047ea593b,1432166400000,
b4534e64-b493-468e-a927-782ecac2d05a.binning_data.json,2024-09-13 10:19:21.463,2024-09-13 10:19:21.463,com.sec.android.app.shealth,0,15638,5.1796837,13729.03,973.43,4FEhL4nduw,com.sec.android.app.shealth,b4534e64-b493-468e-a927-782ecac2d05a,1432252800000,
5edfb515-1d25-4314-b56d-93a91bef521c.binning_data.json,2024-09-13 10:19:21.463,2024-09-13 10:19:21.463,com.sec.android.app.shealth,0,5732,5.1666665,5322.96,408.63,4FEhL4nduw,com.sec.android.app.shealth,5edfb515-1d25-4314-b56d-93a91bef521c,1432339200000,
c9094957-77e3-407a-8af2-f0da1a0d34f6.binning_data.json,2024-09-13 10:19:21.463,2024-09-13 10:19:21.463,com.sec.android.app.shealth,0,11246,5.222223,10646.48,863.06006,4FEhL4nduw,com.sec.android.app.shealth,c9094957-77e3-407a-8af2-f0da1a0d34f6,1432425600000,
bce217fd-12e2-45f9-96ac-63783ea0a980.binning_data.json,2024-09-13 10:19:21.463,2024-09-13 10:19:21.463,com.sec.android.app.shealth,0,6511,4.0833335,6445.42,541.56,4FEhL4nduw,com.sec.android.app.shealth,bce217fd-12e2-45f9-96ac-63783ea0a980,1432512000000,
ccfeca1d-7071-4f36-801e-56a6abd485c1.binning_data.json,2024-09-13 10:19:21.463,2024-09-13 10:19:21.463,com.sec.android.app.shealth,0,8669,4.7777767,7770.75,578.98004,4FEhL4nduw,com.sec.android.app.shealth,ccfeca1d-7071-4f36-801e-56a6abd485c1,1432598400000,
c9835f1e-b2bf-443c-ab21-c3e438d5a2b6.binning_data.json,2024-09-13 10:19:21.463,2024-09-13 10:19:21.463,com.sec.android.app.shealth,0,8629,4.138889,7581.1606,591.66003,4FEhL4nduw,com.sec.android.app.shealth,c9835f1e-b2bf-443c-ab21-c3e438d5a2b6,1432684800000,
a39ef43a-16d4-4d1e-afcc-e587d08bce5c.binning_data.json,2024-09-13 10:19:21.463,2024-09-13 10:19:21.463,com.sec.android.app.shealth,0,6050,6.9444447,5200.46,379.1,4FEhL4nduw,com.sec.android.app.shealth,a39ef43a-16d4-4d1e-afcc-e587d08bce5c,1432771200000,
75a7c360-a72d-4918-9a2e-151f82455639.binning_data.json,2024-09-13 10:19:21.463,2024-09-13 10:19:21.463,com.sec.android.app.shealth,0,6521,3.4444444,5667.69,405.94003,4FEhL4nduw,com.sec.android.app.shealth,75a7c360-a72d-4918-9a2e-151f82455639,1432857600000,
b90a228e-7c20-4bd8-a8b3-43d9bfe6e80f.binning_data.json,2024-09-13 10:19:21.463,2024-09-13 10:19:21.463,com.sec.android.app.shealth,0,17041,5.333333,15687.02,1220.49,4FEhL4nduw,com.sec.android.app.shealth,b90a228e-7c20-4bd8-a8b3-43d9bfe6e80f,1432944000000,
140d5f99-a915-4fd6-a4e9-e082655a6438.binning_data.json,2024-09-13 10:19:21.463,2024-09-13 10:19:21.463,com.sec.android.app.shealth,0,11824,3.7117112,11544.15,968.31,4FEhL4nduw,com.sec.android.app.shealth,140d5f99-a915-4fd6-a4e9-e082655a6438,1433030400000,
ad3c43e5-e565-4f37-ba9b-d7b07888511b.binning_data.json,2024-09-13 10:19:21.463,2024-09-13 10:19:21.463,com.sec.android.app.shealth,0,2289,3.6388888,2093.6401,159.54001,4FEhL4nduw,com.sec.android.app.shealth,ad3c43e5-e565-4f37-ba9b-d7b07888511b,1433116800000,
8ef88149-c11d-4b54-8e14-bfb99a72b3d8.binning_data.json,2024-09-13 10:19:21.463,2024-09-13 10:19:21.463,com.sec.android.app.shealth,0,10889,3.8888886,10194.76,783.7,4FEhL4nduw,com.sec.android.app.shealth,8ef88149-c11d-4b54-8e14-bfb99a72b3d8,1433203200000,
08dc06bb-7564-4848-8d05-9046a0b0239c.binning_data.json,2024-09-13 10:19:21.463,2024-09-13 10:19:21.463,com.sec.android.app.shealth,0,6850,3.4238667,6466.71,543.8501,4FEhL4nduw,com.sec.android.app.shealth,08dc06bb-7564-4848-8d05-9046a0b0239c,1433289600000,
52405bd1-759b-4dd7-9fce-d56d2770f88c.binning_data.json,2024-09-13 10:19:21.463,2024-09-13 10:19:21.463,com.sec.android.app.shealth,0,10459,6.9444447,9596.11,726.87,4FEhL4nduw,com.sec.android.app.shealth,52405bd1-759b-4dd7-9fce-d56d2770f88c,1433376000000,
c724a7cb-d524-4a04-8ff0-2660754bdee8.binning_data.json,2024-09-13 10:19:21.463,2024-09-13 10:19:21.463,com.sec.android.app.shealth,0,15992,3.8888886,14088.89,1036.76,4FEhL4nduw,com.sec.android.app.shealth,c724a7cb-d524-4a04-8ff0-2660754bdee8,1433462400000,
93268265-2bcb-49ee-bb45-0b5e3be88aa1.binning_data.json,2024-09-13 10:19:21.463,2024-09-13 10:19:21.463,com.sec.android.app.shealth,0,5886,3.5277777,5099.19,366.18002,4FEhL4nduw,com.sec.android.app.shealth,93268265-2bcb-49ee-bb45-0b5e3be88aa1,1433548800000,
e22eaf65-4a67-48f9-ab47-eb5ef5a0aea6.binning_data.json,2024-09-13 10:19:21.463,2024-09-13 10:19:21.463,com.sec.android.app.shealth,0,13804,4.6944447,12420.8,921.18,4FEhL4nduw,com.sec.android.app.shealth,e22eaf65-4a67-48f9-ab47-eb5ef5a0aea6,1433635200000,
2c033518-aa6d-45c0-a978-cd6bd48bd628.binning_data.json,2024-09-13 10:19:21.463,2024-09-13 10:19:21.463,com.sec.android.app.shealth,0,1256,3.333333,1154.39,85.18,4FEhL4nduw,com.sec.android.app.shealth,2c033518-aa6d-45c0-a978-cd6bd48bd628,1433721600000,
6cc26d22-ded7-44c6-9797-5049b66825d6.binning_data.json,2024-09-13 10:19:21.463,2024-09-13 10:19:21.463,com.sec.android.app.shealth,0,9159,3.2222223,8235.88,618.81,4FEhL4nduw,com.sec.android.app.shealth,6cc26d22-ded7-44c6-9797-5049b66825d6,1433808000000,
988d5a05-ace8-4706-b1a8-f95b1323b2fc.binning_data.json,2024-09-13 10:19:21.463,2024-09-13 10:19:21.463,com.sec.android.app.shealth,0,7248,3.3055556,6733.38,538.71,4FEhL4nduw,com.sec.android.app.shealth,988d5a05-ace8-4706-b1a8-f95b1323b2fc,1433894400000,
5eed7150-600c-4509-a95b-5351023bc9fe.binning_data.json,2024-09-13 10:19:21.463,2024-09-13 10:19:21.463,com.sec.android.app.shealth,0,4727,3.4444444,4352.8203,327.34,4FEhL4nduw,com.sec.android.app.shealth,5eed7150-600c-4509-a95b-5351023bc9fe,1433980800000,
3a8a9f4d-4d36-4790-8fca-7cc3ccaa8664.binning_data.json,2024-09-13 10:19:21.463,2024-09-13 10:19:21.463,com.sec.android.app.shealth,0,9822,3.5277777,8556.32,607.64,4FEhL4nduw,com.sec.android.app.shealth,3a8a9f4d-4d36-4790-8fca-7cc3ccaa8664,1434067200000,
b0bb3092-5dd7-4301-8ea5-1b92148acda4.binning_data.json,2024-09-13 10:19:21.463,2024-09-13 10:19:21.463,com.sec.android.app.shealth,0,14741,5.9722223,13125.32,947.35004,4FEhL4nduw,com.sec.android.app.shealth,b0bb3092-5dd7-4301-8ea5-1b92148acda4,1434153600000,
f040125e-3218-476b-bfee-5d8f5283f959.binning_data.json,2024-09-13 10:19:21.463,2024-09-13 10:19:21.463,com.sec.android.app.shealth,0,2784,6.0,2576.83,200.03,4FEhL4nduw,com.sec.android.app.shealth,f040125e-3218-476b-bfee-5d8f5283f959,1434240000000,
4fc5d32b-ec81-4799-a8ca-a011ec89b000.binning_data.json,2024-09-13 10:19:21.463,2024-09-13 10:19:21.463,com.sec.android.app.shealth,0,6307,3.792159,5245.96,360.29004,4FEhL4nduw,com.sec.android.app.shealth,4fc5d32b-ec81-4799-a8ca-a011ec89b000,1434326400000,
3617e82d-c39d-49f7-beb1-53978ac82bc9.binning_data.json,2024-09-13 10:19:21.463,2024-09-13 10:19:21.463,com.sec.android.app.shealth,0,4368,3.333333,3672.1304,245.25,4FEhL4nduw,com.sec.android.app.shealth,3617e82d-c39d-49f7-beb1-53978ac82bc9,1434412800000,
67e5593d-486c-47bf-884a-a94bdaad2720.binning_data.json,2024-09-13 10:19:21.464,2024-09-13 10:19:21.464,com.sec.android.app.shealth,0,4837,4.0277777,4031.4504,270.28003,4FEhL4nduw,com.sec.android.app.shealth,67e5593d-486c-47bf-884a-a94bdaad2720,1434499200000,
3edf1615-22b7-4f73-be4d-a58a992e0ec1.binning_data.json,2024-09-13 10:19:21.464,2024-09-13 10:19:21.464,com.sec.android.app.shealth,0,4522,3.3611112,4169.21,318.06,4FEhL4nduw,com.sec.android.app.shealth,3edf1615-22b7-4f73-be4d-a58a992e0ec1,1434585600000,
c03c4a40-d837-4a19-b3d4-7291ef0cbb12.binning_data.json,2024-09-13 10:19:21.464,2024-09-13 10:19:21.464,com.sec.android.app.shealth,0,5073,4.0833335,4331.32,300.62003,4FEhL4nduw,com.sec.android.app.shealth,c03c4a40-d837-4a19-b3d4-7291ef0cbb12,1434672000000,
3888c49e-c2ff-4d82-a355-e6e96034ca86.binning_data.json,2024-09-13 10:19:21.464,2024-09-13 10:19:21.464,com.sec.android.app.shealth,0,7205,3.5432105,6833.29,546.84,4FEhL4nduw,com.sec.android.app.shealth,3888c49e-c2ff-4d82-a355-e6e96034ca86,1434758400000,
4440dec4-0e8e-4ae8-8931-a2c61574f0fe.binning_data.json,2024-09-13 10:19:21.464,2024-09-13 10:19:21.464,com.sec.android.app.shealth,0,10768,3.6111112,9658.99,719.47003,4FEhL4nduw,com.sec.android.app.shealth,4440dec4-0e8e-4ae8-8931-a2c61574f0fe,1434844800000,
6fdc7be8-7ba4-4eed-8c18-90c1d14c54a6.binning_data.json,2024-09-13 10:19:21.464,2024-09-13 10:19:21.464,com.sec.android.app.shealth,0,3763,3.5277777,3160.82,219.89,4FEhL4nduw,com.sec.android.app.shealth,6fdc7be8-7ba4-4eed-8c18-90c1d14c54a6,1434931200000,
a0eebfc5-f34b-4502-abcd-9d2667b12aeb.binning_data.json,2024-09-13 10:19:21.464,2024-09-13 10:19:21.464,com.sec.android.app.shealth,0,18940,5.7777777,15946.4,1106.5901,4FEhL4nduw,com.sec.android.app.shealth,a0eebfc5-f34b-4502-abcd-9d2667b12aeb,1435017600000,
bb2cbd6a-8529-4cf6-97f5-e17cb31710e6.binning_data.json,2024-09-13 10:19:21.464,2024-09-13 10:19:21.464,com.sec.android.app.shealth,0,20850,4.611111,18512.34,1316.85,4FEhL4nduw,com.sec.android.app.shealth,bb2cbd6a-8529-4cf6-97f5-e17cb31710e6,1435104000000,
b5a67f9d-c62d-4b27-8de3-aecdbcb6a87c.binning_data.json,2024-09-13 10:19:21.464,2024-09-13 10:19:21.464,com.sec.android.app.shealth,0,12430,5.7777777,11154.56,822.11,4FEhL4nduw,com.sec.android.app.shealth,b5a67f9d-c62d-4b27-8de3-aecdbcb6a87c,1435190400000,
94bd288e-241a-420b-ac33-731f495e5a83.binning_data.json,2024-09-13 10:19:21.464,2024-09-13 10:19:21.464,com.sec.android.app.shealth,0,16245,4.583334,16389.379,1368.33,4FEhL4nduw,com.sec.android.app.shealth,94bd288e-241a-420b-ac33-731f495e5a83,1435276800000,
7c3741a4-09fb-4a6f-9343-8d73d6d41ef5.binning_data.json,2024-09-13 10:19:21.464,2024-09-13 10:19:21.464,com.sec.android.app.shealth,0,9317,6.9444447,8323.67,586.46,4FEhL4nduw,com.sec.android.app.shealth,7c3741a4-09fb-4a6f-9343-8d73d6d41ef5,1435363200000,
