com.samsung.shealth.social.public_challenge,6320001,1
update_time,create_time,body,deviceuuid,pkg_name,last_sync_time,datauuid
2023-01-05 02:47:28.506,2023-01-04 16:48:08.741,bedb19e1-bf94-4da3-ab76-e8a4d02cfce3.body.json,P2bFQ7/2cI,com.sec.android.app.shealth,1672886848492,bedb19e1-bf94-4da3-ab76-e8a4d02cfce3,
