com.samsung.shealth.social.public_challenge.extra,6320001,1
update_time,create_time,type,value,deviceuuid,pkg_name,datauuid
2023-01-04 16:48:07.231,2023-01-04 16:48:07.231,2,{"uiViewStatusItemList":[]},P2bFQ7/2cI,com.sec.android.app.shealth,2afd1ae6-6c7d-441d-a3bd-fa8ba8161127,
