com.samsung.shealth.program.sleep_coaching.mission,6320001,3
create_sh_ver,answer,priority,modify_sh_ver,update_time,create_time,data_version,day_index,mission_id,deviceuuid,pkg_name,is_key_habit,session_id,datauuid,is_done
62600630,null,3,62600630,2024-01-17 13:09:48.369,2024-01-17 13:09:48.369,2,14,HB_03,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,a271189f-46be-4e2a-8c08-078122939197,0,
62600630,null,5,62600630,2024-01-17 13:09:48.369,2024-01-17 13:09:48.369,2,14,HB_05,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,5f8dd66f-a156-4201-ad36-efe45ffd3aeb,0,
62600630,null,6,62600630,2024-01-17 13:09:48.369,2024-01-17 13:09:48.369,2,14,HB_06,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,747aaa61-edc3-462e-a268-8c277495608b,0,
62600630,null,8,62600630,2024-01-17 13:09:48.369,2024-01-17 13:09:48.369,2,14,HB_08,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,e6b4f7ac-6d81-4775-9da8-ebc2596e84fd,0,
62600630,null,9,62600630,2024-01-17 13:09:48.369,2024-01-17 13:09:48.369,2,14,HB_09,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,9a634f49-df03-4640-bda1-0f518dd3f1aa,0,
62600630,null,1,62600630,2024-01-17 13:09:48.369,2024-01-17 13:09:48.369,2,15,HB_01,sLWoup9uSz,com.sec.android.app.shealth,1,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,e3bff043-a295-43ed-807e-cdaad14b1f45,0,
62600630,null,7,62600630,2024-01-17 13:09:48.370,2024-01-17 13:09:48.370,2,15,HB_07,sLWoup9uSz,com.sec.android.app.shealth,1,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,9d1b200e-8eb5-496a-9ae2-c6dc9d9e0393,0,
62600630,null,3,62600630,2024-01-17 13:09:48.370,2024-01-17 13:09:48.370,2,15,HB_03,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,42316de3-3c10-426f-9517-29fcac64f020,0,
62600630,null,5,62600630,2024-01-17 13:09:48.370,2024-01-17 13:09:48.370,2,15,HB_05,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,2e1cca33-fbbb-49e8-93d5-a3e6ce37d388,0,
62600630,null,6,62600630,2024-01-17 13:09:48.370,2024-01-17 13:09:48.370,2,15,HB_06,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,4cace989-32d9-45db-8d10-8dfa04d1944e,0,
62600630,null,8,62600630,2024-01-17 13:09:48.370,2024-01-17 13:09:48.370,2,15,HB_08,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,691c4763-3730-4d7b-8dd1-9cd5c27e1ce2,0,
62600630,null,9,62600630,2024-01-17 13:09:48.370,2024-01-17 13:09:48.370,2,15,HB_09,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,01e194d5-277e-482d-9fd1-5501e24820e4,0,
62600630,null,1,62610110,2024-02-03 04:41:39.227,2024-01-17 13:09:48.370,2,16,HB_01,sLWoup9uSz,com.sec.android.app.shealth,1,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,b3698b03-b88a-4ad5-b101-f9380cf31ab4,1,
62600630,null,7,62610110,2024-02-03 04:41:41.213,2024-01-17 13:09:48.370,2,16,HB_07,sLWoup9uSz,com.sec.android.app.shealth,1,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,d863ef26-f12f-493f-b989-cd8650bc5df6,1,
62600630,null,3,62610110,2024-02-03 04:42:56.409,2024-01-17 13:09:48.370,2,16,HB_03,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,b1419904-93f5-48e5-90c3-444ade428bcf,1,
62600630,null,5,62610110,2024-02-03 04:43:22.187,2024-01-17 13:09:48.370,2,16,HB_05,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,fb79a5a8-2fde-4794-a3bc-49bb86899372,1,
62600630,null,6,62610110,2024-02-03 04:43:09.567,2024-01-17 13:09:48.370,2,16,HB_06,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,4300d3cc-246c-4a2e-a449-d3b686eb6f17,1,
62600630,null,8,62610110,2024-02-03 04:43:04.731,2024-01-17 13:09:48.370,2,16,HB_08,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,6e123560-629c-4928-8449-55b81016edb9,1,
62600630,null,9,62610110,2024-02-03 04:43:06.515,2024-01-17 13:09:48.370,2,16,HB_09,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,a01ae228-99a0-4fc4-9de4-5474bd680de9,1,
62600630,null,1,62610110,2024-02-04 01:24:26.006,2024-01-17 13:09:48.370,2,17,HB_01,sLWoup9uSz,com.sec.android.app.shealth,1,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,f8796298-e185-46e1-ae78-49d11ec86029,3,
62600630,null,7,62600630,2024-01-17 13:09:48.370,2024-01-17 13:09:48.370,2,17,HB_07,sLWoup9uSz,com.sec.android.app.shealth,1,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,c504bf09-eef8-46cd-a25b-c3bf19aa764c,0,
62600630,null,3,62600630,2024-01-17 13:09:48.370,2024-01-17 13:09:48.370,2,17,HB_03,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,3cd86609-62f7-4e28-b5e0-a4a516393d0e,0,
62600630,null,5,62600630,2024-01-17 13:09:48.370,2024-01-17 13:09:48.370,2,17,HB_05,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,cdf631b8-150a-45bf-a190-465ab7fff017,0,
62600630,null,6,62600630,2024-01-17 13:09:48.370,2024-01-17 13:09:48.370,2,17,HB_06,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,a74053f3-0387-40a2-8b27-08be6bfe7d3b,0,
62600630,null,8,62600630,2024-01-17 13:09:48.370,2024-01-17 13:09:48.370,2,17,HB_08,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,c7865fa3-b97f-492f-9dfb-274558664ac7,0,
62600630,null,9,62600630,2024-01-17 13:09:48.370,2024-01-17 13:09:48.370,2,17,HB_09,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,432dcdbc-22fb-4ec8-b69c-133234fd9d2f,0,
62600630,null,1,62610110,2024-02-05 06:50:38.222,2024-01-17 13:09:48.370,2,18,HB_01,sLWoup9uSz,com.sec.android.app.shealth,1,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,1ad2e35f-5d02-45aa-ba13-6892bee50920,3,
62600630,null,7,62610110,2024-02-07 04:21:46.482,2024-01-17 13:09:48.370,2,18,HB_07,sLWoup9uSz,com.sec.android.app.shealth,1,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,fbb81a3a-7cdd-4a9d-92a1-36726e190937,1,
62600630,null,3,62610110,2024-02-07 04:21:48.099,2024-01-17 13:09:48.370,2,18,HB_03,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,289f9f0f-2a93-423a-ae58-91fb220c9f63,1,
62600630,null,5,62610110,2024-02-07 04:21:49.483,2024-01-17 13:09:48.370,2,18,HB_05,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,ed276f31-6fb1-44e4-9c4f-62265dfae319,1,
62600630,null,6,62610110,2024-02-07 04:21:55.148,2024-01-17 13:09:48.370,2,18,HB_06,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,0617f1e2-78ca-493c-a5ae-deadd4978429,1,
62600630,null,8,62610110,2024-02-07 04:21:56.474,2024-01-17 13:09:48.370,2,18,HB_08,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,4a45b7ee-1740-4ba4-82b8-7eff4a7ecf19,2,
62600630,null,9,62600630,2024-01-17 13:09:48.370,2024-01-17 13:09:48.370,2,18,HB_09,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,bf9fef97-5602-4273-ba4b-23495817b745,0,
62600630,null,1,62610110,2024-02-05 22:05:14.741,2024-01-17 13:09:48.370,2,19,HB_01,sLWoup9uSz,com.sec.android.app.shealth,1,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,fa62983a-0d04-4fc7-9b4b-9c263993053f,3,
62600630,null,7,62610110,2024-02-07 04:22:07.529,2024-01-17 13:09:48.371,2,19,HB_07,sLWoup9uSz,com.sec.android.app.shealth,1,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,9030b21d-84ac-4e67-91ff-3564fe239a8e,1,
62600630,null,3,62610110,2024-02-07 04:22:08.720,2024-01-17 13:09:48.371,2,19,HB_03,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,85acebfa-1a4b-4242-8dc5-dd7019bd5c7b,1,
62600630,null,5,62600630,2024-01-17 13:09:48.371,2024-01-17 13:09:48.371,2,19,HB_05,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,2a440981-e956-4aa1-9714-57dcb584748e,0,
62600630,null,6,62610110,2024-02-07 04:22:18.165,2024-01-17 13:09:48.371,2,19,HB_06,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,4d497ae3-c1e8-4135-b02c-30b3aa89762e,1,
62600630,null,8,62610110,2024-02-07 04:22:18.833,2024-01-17 13:09:48.371,2,19,HB_08,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,a1ad7b56-a9c5-4481-9444-947dc1fa82cf,1,
62600630,null,9,62610110,2024-02-07 04:22:28.911,2024-01-17 13:09:48.371,2,19,HB_09,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,3e9cff24-becc-4ccc-b27e-d221172beca2,2,
62600630,null,1,62610110,2024-02-07 04:17:47.778,2024-01-17 13:09:48.371,2,20,HB_01,sLWoup9uSz,com.sec.android.app.shealth,1,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,a689be09-57a8-4599-9738-7aaba59aa62b,1,
62600630,null,7,62610110,2024-02-07 04:22:32.840,2024-01-17 13:09:48.371,2,20,HB_07,sLWoup9uSz,com.sec.android.app.shealth,1,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,1e043af1-81d2-4bba-a22f-48f0878aae6f,1,
62600630,null,3,62610110,2024-02-07 04:22:34.884,2024-01-17 13:09:48.371,2,20,HB_03,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,01e65540-897c-4c20-b94c-b6a1d606f2ef,1,
62600630,null,5,62600630,2024-01-17 13:09:48.371,2024-01-17 13:09:48.371,2,20,HB_05,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,8ffaa586-036a-4527-a855-929c22215dbd,0,
62600630,null,6,62600630,2024-01-17 13:09:48.371,2024-01-17 13:09:48.371,2,20,HB_06,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,eb868a26-7ce0-4d8a-b7a3-5bd5a6371648,0,
62600630,null,8,62600630,2024-01-17 13:09:48.371,2024-01-17 13:09:48.371,2,20,HB_08,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,2f5b55aa-1beb-4521-9c0f-818c70c9e4b4,0,
62600630,null,9,62600630,2024-01-17 13:09:48.371,2024-01-17 13:09:48.371,2,20,HB_09,sLWoup9uSz,com.sec.android.app.shealth,0,fd3f09e9-5025-4eba-a19c-e3d4492fb78d,e9aa2dba-8e9e-43c0-a814-9a3647f0d791,0,
