com.samsung.shealth.sleep_goal,6320001,4
create_sh_ver,modify_sh_ver,update_time,create_time,sleep_time,wake_up_time,deviceuuid,pkg_name,bed_time,set_time,datauuid
62610110,62610110,2024-02-07 04:17:20.363,2024-02-07 04:17:20.363,-60000000,25200000,sLWoup9uSz,com.sec.android.app.shealth,85200000,2024-02-07 04:17:20.332,42614c1b-3ead-405c-8af2-f5352121c8b7,
