com.samsung.shealth.exercise.periodization_training_program,6320001,1
create_sh_ver,start_time,modify_sh_ver,update_time,create_time,program,time_offset,deviceuuid,pkg_name,datauuid
63051050,2025-10-17 23:49:02.959,63051050,2025-10-17 23:49:02.992,2025-10-17 23:49:02.992,9d7db4ee-f6fb-459c-8456-eb297a16c56a.program.json,UTC+0900,4FEhL4nduw,com.sec.android.app.shealth,9d7db4ee-f6fb-459c-8456-eb297a16c56a,
