com.samsung.shealth.exercise.photo,6320001,2
start_time,latitude,custom,update_time,create_time,image,longitude,time_offset,deviceuuid,exercise_id,pkg_name,datauuid
2015-05-16 08:58:11.046,37.81889,,2015-05-16 08:58:11.079,2015-05-16 08:58:11.079,bd31d8b2-8285-4aad-9f17-1e894ce3fc40.image.jpg,127.51849,UTC+0900,uVwC9SChYX,1b77e2d7-16f3-4273-a562-cd3e4ca1ae38,com.sec.android.app.shealth,bd31d8b2-8285-4aad-9f17-1e894ce3fc40,
