com.samsung.shealth.food_goal,6320001,2
update_time,create_time,goal_value,goal_by,time_offset,deviceuuid,comment,pkg_name,set_time,datauuid,goal_type
2018-09-08 14:08:21.218,2018-09-08 14:08:21.194,3178.0,,UTC+0900,v7IxjSR0Ie,,com.sec.android.app.shealth,1536415701192,ae88f7a1-a732-4ae9-a1e0-1a169ddaa660,0,
2018-09-19 10:18:23.559,2018-09-19 10:18:23.559,3162.2988,,UTC+0900,v7IxjSR0Ie,,com.sec.android.app.shealth,1537352303524,d6957985-ae21-4df3-858e-819e23c633f2,0,
2019-02-28 11:37:59.702,2019-02-28 11:37:59.515,3700.0,,UTC+0900,v7IxjSR0Ie,,com.sec.android.app.shealth,1551353879276,19f52ace-95e3-4749-8888-35f9fec0e250,0,
2019-05-22 17:17:40.408,2019-05-22 17:17:40.031,2763.0,,UTC+0900,v7IxjSR0Ie,,com.sec.android.app.shealth,1558545459856,cafbf0d6-295a-498a-91c6-bb4eeb4eff22,0,
2019-09-25 04:46:19.939,2019-09-25 04:46:19.905,3700.0,,UTC+0900,X92ED7c0ra,,com.sec.android.app.shealth,1569386779899,599a2873-5179-4ea7-935d-3ce9197a91e4,0,
2019-09-30 13:00:30.788,2019-09-30 13:00:30.750,2807.0,,UTC+0900,X92ED7c0ra,,com.sec.android.app.shealth,1569848430735,246276fd-0406-4753-b268-aa6b6a8bb941,0,
2015-03-31 15:42:45.847,2015-03-31 15:42:45.847,2888.0,,UTC+0900,uVwC9SChYX,,com.sec.android.app.shealth,1427816565840,bb196e11-ac58-c3f1-d914-f7377b187136,0,
2015-02-01 00:00:00.000,2015-02-01 00:00:00.000,3219.0,,UTC+0900,uVwC9SChYX,,com.sec.android.app.shealth,1388939479270,c81e728d-9d4c-2f63-6f06-7f89cc14862c,0,
2024-11-22 08:32:27.131,2024-11-22 08:32:27.110,2700.0,,UTC+0900,4FEhL4nduw,,com.sec.android.app.shealth,1732264347109,4eca7f61-8419-4ec5-8397-65f2a1280e25,0,
