com.samsung.shealth.calories_burned.details,6320001,4
active_calories_goal,version,extra_data,exercise_calories,total_exercise_calories,com.samsung.shealth.calories_burned.create_sh_ver,com.samsung.shealth.calories_burned.tef_calorie,com.samsung.shealth.calories_burned.active_time,com.samsung.shealth.calories_burned.rest_calorie,com.samsung.shealth.calories_burned.modify_sh_ver,com.samsung.shealth.calories_burned.update_time,com.samsung.shealth.calories_burned.create_time,com.samsung.shealth.calories_burned.active_calorie,com.samsung.shealth.calories_burned.deviceuuid,com.samsung.shealth.calories_burned.pkg_name,com.samsung.shealth.calories_burned.datauuid,com.samsung.shealth.calories_burned.day_time
,,fccbd815-e577-4df6-b449-610b45bebba2.extra_data.json,,,,0.0,0,2063.7375,,2018-09-17 00:30:00.360,2018-09-08 13:51:19.368,0.0,v7IxjSR0Ie,com.sec.android.app.shealth,fccbd815-e577-4df6-b449-610b45bebba2,1534896000000,
,,9758af06-b07d-48fe-8a78-d0aeaa02d5e9.extra_data.json,,,,0.0,0,2063.7375,,2018-09-19 10:17:41.854,2018-09-08 13:51:19.724,0.0,v7IxjSR0Ie,com.sec.android.app.shealth,9758af06-b07d-48fe-8a78-d0aeaa02d5e9,1534982400000,
,,da309a91-0599-45aa-80e1-d7570268ee66.extra_data.json,,,,0.0,0,2063.7375,,2018-09-19 10:17:42.064,2018-09-08 13:51:19.797,0.0,v7IxjSR0Ie,com.sec.android.app.shealth,da309a91-0599-45aa-80e1-d7570268ee66,1535068800000,
,,109f14e3-6b36-4a91-9765-06720a52dcce.extra_data.json,,,,0.0,0,2063.7375,,2018-09-21 12:37:11.847,2018-09-08 13:51:19.935,0.0,v7IxjSR0Ie,com.sec.android.app.shealth,109f14e3-6b36-4a91-9765-06720a52dcce,1535155200000,
,,fabf63ad-52ae-49cf-94a1-41cc44e99101.extra_data.json,,,,0.0,0,2063.7375,,2018-09-22 02:39:57.919,2018-09-08 13:51:20.318,0.0,v7IxjSR0Ie,com.sec.android.app.shealth,fabf63ad-52ae-49cf-94a1-41cc44e99101,1535241600000,
,,9d0e7ee5-16b5-4605-80c7-7c5417351509.extra_data.json,,,,0.0,0,2063.7375,,2018-09-23 12:00:54.585,2018-09-08 13:51:20.556,0.0,v7IxjSR0Ie,com.sec.android.app.shealth,9d0e7ee5-16b5-4605-80c7-7c5417351509,1535328000000,
,,d045a4d1-cf36-48b1-9dd4-489c1fbbb68f.extra_data.json,,,,0.0,0,2063.7375,,2018-09-24 12:17:09.929,2018-09-08 13:51:20.759,0.0,v7IxjSR0Ie,com.sec.android.app.shealth,d045a4d1-cf36-48b1-9dd4-489c1fbbb68f,1535414400000,
,,19832025-dea1-42e2-99d7-a1c145c1f6e2.extra_data.json,,,,0.0,0,2063.7375,,2018-09-25 11:32:12.389,2018-09-08 13:51:21.757,0.0,v7IxjSR0Ie,com.sec.android.app.shealth,19832025-dea1-42e2-99d7-a1c145c1f6e2,1535500800000,
,,4843d105-637a-4e55-b43d-d0342a5ab5c9.extra_data.json,,,,0.0,0,2063.7375,,2018-09-26 12:57:27.827,2018-09-08 13:51:21.933,0.0,v7IxjSR0Ie,com.sec.android.app.shealth,4843d105-637a-4e55-b43d-d0342a5ab5c9,1535587200000,
,,52852577-593b-4785-9651-351935c6399b.extra_data.json,,,,0.0,0,2063.7375,,2018-09-27 10:59:31.576,2018-09-08 13:51:21.985,0.0,v7IxjSR0Ie,com.sec.android.app.shealth,52852577-593b-4785-9651-351935c6399b,1535673600000,
