com.samsung.shealth.activity_level,6320001,1
activity_level,start_time,update_time,create_time,time_offset,deviceuuid,pkg_name,datauuid
180004,2018-09-08 13:56:14.302,2018-09-08 13:56:14.302,2018-09-08 13:56:14.304,UTC+0900,v7IxjSR0Ie,com.sec.android.app.shealth,11d5b617-fa68-4b8f-923b-04ff9be097c5,
