com.samsung.shealth.food_frequent,6320001,1
eveningsnack_count,update_time,create_time,morningsnack_count,dinner_count,breakfast_count,deviceuuid,pkg_name,afternoonsnack_count,datauuid,food_info_id,lunch_count
0.0,2022-02-24 15:54:15.974,2022-02-24 15:54:15.974,0.0,164.0,166.0,P2bFQ7/2cI,com.sec.android.app.shealth,0.0,f5976dee-5918-44bf-8067-47a2f75a8baa,meal_auto_filled,165.0,
