com.samsung.shealth.stress.base_histogram,6320001,1
update_time,create_time,deviceuuid,pkg_name,histogram,datauuid
2018-09-08 13:58:26.610,2018-09-08 13:58:26.610,v7IxjSR0Ie,com.sec.android.app.shealth,22b1bb20-da3a-43b2-a03b-38bc4f7e1089.histogram.json,22b1bb20-da3a-43b2-a03b-38bc4f7e1089,
