com.samsung.shealth.exercise.recovery_heart_rate,6320001,2
create_sh_ver,start_time,modify_sh_ver,update_time,create_time,time_offset,deviceuuid,exercise_id,pkg_name,end_time,datauuid,heart_rate
,2023-08-27 05:05:08.006,,2023-08-27 05:07:08.237,2023-08-27 05:07:08.237,UTC+0900,SiE8w+zjCP,9374bbe1-d393-4b87-8208-81c0ad72c636,com.sec.android.app.shealth,2023-08-27 05:07:08.006,b36a0f47-d26b-44be-9c30-eea3e424804c,b36a0f47-d26b-44be-9c30-eea3e424804c.heart_rate.json,
